Player name,Position,Win,Loss,Earned run Average,Games played,Games Started,Complete Game,Shutout,Save,Save Opportunity,Innings pitched,hit,run,earned run,home run,Hit Batsmen,base on balls,Strikeouts,WHIP,AVG
R Mahay,P,27.0,12.0,3.83,514.0,3.0,0.0,0.0,4.0,14.0,568.0,539.0,273.0,242.0,75.0,10.0,266.0,470.0,1.42,0.249
E Siever,P,83.0,82.0,2.6,203.0,174.0,136.0,14.0,2.0,0.0,1507.0,1550.0,674.0,435.0,24.0,39.0,311.0,470.0,1.23,0.266
Y Ventura,P,38.0,31.0,3.89,94.0,93.0,2.0,0.0,0.0,0.0,547.2,525.0,247.0,237.0,54.0,22.0,211.0,470.0,1.34,0.25
E Moseley,P,49.0,48.0,3.01,136.0,100.0,65.0,12.0,3.0,0.0,855.2,775.0,367.0,286.0,13.0,6.0,340.0,469.0,1.3,0.247
A Mays,P,53.0,89.0,3.91,150.0,147.0,137.0,3.0,0.0,0.0,1251.0,1341.0,905.0,543.0,26.0,58.0,415.0,469.0,1.4,0.265
A Reed,P,19.0,27.0,3.53,465.0,0.0,0.0,0.0,125.0,157.0,458.2,428.0,188.0,180.0,53.0,9.0,119.0,469.0,1.19,0.244
J Rincon,P,35.0,29.0,4.03,444.0,3.0,0.0,0.0,3.0,18.0,507.0,481.0,256.0,227.0,41.0,19.0,218.0,469.0,1.38,0.25
B Sanders,P,80.0,70.0,3.24,168.0,157.0,144.0,14.0,2.0,0.0,1385.0,1496.0,789.0,498.0,34.0,27.0,297.0,468.0,1.29,0.266
D Lee,P,40.0,44.0,3.61,244.0,97.0,13.0,4.0,11.0,0.0,828.1,827.0,387.0,332.0,81.0,31.0,281.0,467.0,1.34,0.26
R Yarbrough,P,40.0,31.0,4.32,128.0,59.0,1.0,0.0,0.0,1.0,581.1,566.0,301.0,279.0,75.0,44.0,131.0,467.0,1.2,0.252
T Duffey,P,29.0,27.0,4.57,295.0,37.0,0.0,0.0,6.0,17.0,475.0,478.0,264.0,241.0,66.0,15.0,137.0,466.0,1.29,0.258
J Harper,P,80.0,64.0,3.55,158.0,148.0,115.0,10.0,1.0,0.0,1216.2,1198.0,668.0,480.0,25.0,56.0,438.0,466.0,1.34,0.256
M Littell,P,32.0,31.0,3.33,316.0,19.0,2.0,0.0,56.0,56.0,532.0,416.0,217.0,197.0,28.0,5.0,304.0,466.0,1.35,0.217
B Lyon,P,42.0,47.0,4.16,572.0,21.0,0.0,0.0,79.0,113.0,681.1,721.0,338.0,315.0,69.0,16.0,220.0,465.0,1.38,0.271
R Delgado,P,30.0,29.0,4.1,271.0,53.0,1.0,1.0,2.0,9.0,542.2,516.0,267.0,247.0,67.0,12.0,203.0,465.0,1.32,0.251
J Guerra,P,31.0,25.0,4.06,213.0,61.0,0.0,0.0,3.0,15.0,509.2,447.0,251.0,230.0,66.0,20.0,239.0,465.0,1.35,0.235
F Glade,P,52.0,68.0,2.62,132.0,126.0,107.0,14.0,2.0,0.0,1072.2,950.0,411.0,312.0,11.0,48.0,237.0,464.0,1.11,0.24
S Woodard,P,32.0,36.0,4.94,162.0,94.0,3.0,0.0,0.0,1.0,667.1,782.0,397.0,366.0,90.0,31.0,149.0,464.0,1.4,0.292
R Taylor,P,45.0,43.0,3.93,491.0,17.0,3.0,0.0,72.0,83.0,800.0,794.0,370.0,349.0,76.0,21.0,209.0,464.0,1.25,0.264
J Warhop,P,69.0,92.0,3.12,221.0,150.0,105.0,4.0,7.0,0.0,1412.2,1366.0,643.0,489.0,28.0,114.0,400.0,463.0,1.25,0.262
R Mendoza,P,59.0,40.0,4.3,342.0,62.0,2.0,2.0,16.0,27.0,797.0,891.0,412.0,381.0,82.0,35.0,181.0,463.0,1.35,0.283
S Arlin,P,34.0,67.0,4.33,141.0,123.0,32.0,11.0,1.0,2.0,788.2,792.0,431.0,379.0,61.0,18.0,373.0,463.0,1.48,0.263
L Weaver,P,24.0,36.0,4.79,115.0,81.0,0.0,0.0,0.0,0.0,450.2,483.0,263.0,240.0,61.0,14.0,148.0,462.0,1.4,0.271
B Matusz,P,27.0,41.0,4.92,280.0,69.0,0.0,0.0,0.0,9.0,528.2,567.0,309.0,289.0,79.0,16.0,204.0,462.0,1.46,0.272
E Watt,P,38.0,36.0,2.91,411.0,13.0,1.0,0.0,80.0,98.0,659.2,530.0,244.0,213.0,37.0,24.0,254.0,462.0,1.19,0.222
K Ritz,P,45.0,56.0,5.35,151.0,130.0,4.0,0.0,2.0,2.0,753.1,848.0,485.0,448.0,69.0,30.0,377.0,462.0,1.63,0.287
T Greene,P,38.0,25.0,4.14,119.0,97.0,11.0,5.0,0.0,0.0,628.0,591.0,310.0,289.0,62.0,10.0,241.0,461.0,1.32,0.249
D Drott,P,27.0,46.0,4.78,176.0,101.0,14.0,5.0,0.0,0.0,687.2,626.0,420.0,365.0,84.0,23.0,405.0,460.0,1.5,0.243
D Davis,P,75.0,71.0,3.97,239.0,164.0,77.0,10.0,2.0,0.0,1318.2,1311.0,721.0,581.0,63.0,45.0,688.0,460.0,1.52,0.267
M Grissom,P,47.0,45.0,3.41,356.0,52.0,12.0,3.0,58.0,0.0,810.0,771.0,358.0,307.0,65.0,28.0,343.0,459.0,1.38,0.254
E King,P,52.0,45.0,3.97,203.0,113.0,8.0,5.0,16.0,16.0,863.1,814.0,407.0,381.0,73.0,31.0,333.0,459.0,1.33,0.249
G McMichael,P,31.0,29.0,3.25,453.0,0.0,0.0,0.0,53.0,54.0,523.1,483.0,215.0,189.0,42.0,9.0,193.0,459.0,1.29,0.246
T Wellemeyer,P,32.0,34.0,4.83,208.0,75.0,0.0,0.0,3.0,3.0,614.2,624.0,358.0,330.0,86.0,20.0,305.0,459.0,1.51,0.267
A Fitzmorris,P,77.0,59.0,3.65,288.0,159.0,36.0,11.0,7.0,10.0,1277.0,1284.0,573.0,518.0,83.0,11.0,433.0,458.0,1.34,0.265
S Karsay,P,32.0,39.0,4.01,357.0,40.0,1.0,0.0,41.0,60.0,603.1,636.0,289.0,269.0,59.0,23.0,199.0,458.0,1.38,0.272
J Decker,P,36.0,44.0,4.17,152.0,105.0,19.0,4.0,0.0,1.0,710.0,702.0,363.0,329.0,58.0,11.0,377.0,458.0,1.52,0.262
F Corridon,P,70.0,67.0,2.8,180.0,140.0,99.0,10.0,7.0,0.0,1216.0,1100.0,510.0,378.0,7.0,61.0,375.0,458.0,1.21,0.247
F Allen,P,50.0,67.0,2.93,180.0,127.0,60.0,10.0,3.0,0.0,970.1,893.0,411.0,316.0,26.0,35.0,373.0,457.0,1.3,0.252
H Robles,P,28.0,26.0,4.11,411.0,1.0,0.0,0.0,43.0,66.0,427.1,366.0,214.0,195.0,57.0,16.0,185.0,457.0,1.29,0.232
A Mills,P,39.0,32.0,4.12,474.0,5.0,0.0,0.0,15.0,20.0,636.0,577.0,306.0,291.0,83.0,21.0,395.0,456.0,1.53,0.246
S Bergman,P,39.0,47.0,5.28,196.0,117.0,5.0,2.0,0.0,1.0,750.1,912.0,489.0,440.0,99.0,21.0,272.0,455.0,1.58,0.303
R Moffitt,P,43.0,52.0,3.65,534.0,1.0,0.0,0.0,96.0,102.0,781.1,766.0,355.0,317.0,61.0,24.0,286.0,455.0,1.35,0.257
D Noles,P,36.0,53.0,4.56,277.0,96.0,3.0,3.0,11.0,11.0,860.1,909.0,490.0,436.0,66.0,35.0,338.0,455.0,1.45,0.272
G White,P,34.0,26.0,4.51,472.0,15.0,0.0,0.0,17.0,31.0,570.2,556.0,293.0,286.0,96.0,16.0,141.0,454.0,1.22,0.255
B Meadows,P,47.0,62.0,5.05,336.0,122.0,3.0,0.0,10.0,15.0,960.2,1146.0,582.0,539.0,139.0,19.0,259.0,454.0,1.46,0.299
R Narleski,P,43.0,33.0,3.6,266.0,52.0,17.0,1.0,58.0,0.0,702.0,606.0,318.0,281.0,81.0,11.0,335.0,454.0,1.34,0.23
D Esper,P,101.0,100.0,4.39,236.0,198.0,152.0,4.0,5.0,0.0,1727.2,2048.0,1196.0,842.0,46.0,32.0,669.0,453.0,1.57,0.288
J Elliott,P,63.0,74.0,4.24,252.0,144.0,51.0,8.0,12.0,0.0,1206.2,1338.0,687.0,569.0,70.0,25.0,414.0,453.0,1.45,0.283
B Duggleby,P,93.0,102.0,3.18,241.0,191.0,159.0,17.0,6.0,0.0,1741.1,1844.0,851.0,616.0,39.0,83.0,424.0,453.0,1.3,0.272
K Jarvis,P,34.0,49.0,6.03,187.0,118.0,4.0,3.0,1.0,2.0,780.2,937.0,568.0,523.0,149.0,23.0,262.0,453.0,1.54,0.297
M Paul,P,27.0,48.0,3.91,228.0,77.0,5.0,1.0,8.0,14.0,627.2,619.0,299.0,273.0,60.0,19.0,246.0,452.0,1.38,0.26
M Yoshii,P,32.0,47.0,4.62,162.0,118.0,3.0,0.0,0.0,0.0,757.1,805.0,408.0,389.0,112.0,23.0,222.0,447.0,1.36,0.276
A Senzatela,P,39.0,42.0,4.88,143.0,117.0,1.0,0.0,0.0,1.0,672.0,765.0,385.0,364.0,77.0,27.0,207.0,447.0,1.45,0.289
H McQuillan,P,88.0,94.0,3.83,279.0,204.0,95.0,10.0,16.0,0.0,1561.2,1703.0,784.0,665.0,67.0,18.0,489.0,446.0,1.4,0.284
B Kuzava,P,49.0,44.0,4.05,213.0,99.0,34.0,7.0,13.0,0.0,862.0,849.0,427.0,388.0,54.0,8.0,415.0,446.0,1.47,0.26
M DeJean,P,30.0,33.0,4.3,565.0,1.0,0.0,0.0,52.0,76.0,623.1,649.0,327.0,298.0,59.0,30.0,292.0,446.0,1.51,0.271
J Callahan,LF,99.0,73.0,3.39,195.0,177.0,169.0,11.0,2.0,0.0,1603.0,1748.0,918.0,603.0,33.0,90.0,437.0,445.0,1.36,0.276
L Cadore,P,68.0,72.0,3.14,192.0,147.0,83.0,10.0,3.0,0.0,1257.1,1273.0,525.0,438.0,44.0,26.0,289.0,445.0,1.24,0.269
A Schulz,P,47.0,63.0,3.32,160.0,110.0,56.0,5.0,4.0,0.0,933.1,867.0,440.0,344.0,19.0,20.0,409.0,445.0,1.37,0.254
T Rogers,P,21.0,26.0,3.43,386.0,0.0,0.0,0.0,81.0,109.0,380.0,344.0,160.0,145.0,38.0,28.0,95.0,445.0,1.16,0.24
K Wilhelm,P,56.0,105.0,3.44,216.0,158.0,118.0,12.0,5.0,0.0,1432.1,1495.0,753.0,547.0,34.0,24.0,418.0,444.0,1.34,0.274
M Wuertz,P,21.0,11.0,3.71,426.0,0.0,0.0,0.0,11.0,21.0,414.1,349.0,188.0,171.0,44.0,2.0,198.0,444.0,1.32,0.229
T Burke,P,49.0,33.0,2.71,498.0,2.0,0.0,0.0,102.0,102.0,699.2,624.0,251.0,211.0,49.0,21.0,219.0,444.0,1.2,0.24
R Ohlendorf,P,30.0,41.0,4.82,209.0,80.0,0.0,0.0,3.0,8.0,586.2,620.0,332.0,314.0,90.0,28.0,222.0,444.0,1.44,0.273
T Richards,P,20.0,25.0,4.41,179.0,56.0,0.0,0.0,1.0,7.0,422.0,389.0,219.0,207.0,61.0,11.0,178.0,444.0,1.34,0.244
J Coleman,P,52.0,76.0,4.38,223.0,140.0,60.0,11.0,6.0,0.0,1134.0,1172.0,616.0,552.0,92.0,13.0,566.0,444.0,1.53,0.271
F Owen,P,82.0,67.0,2.55,194.0,155.0,119.0,16.0,2.0,0.0,1368.1,1249.0,556.0,388.0,17.0,39.0,298.0,443.0,1.13,0.244
B Grim,P,61.0,41.0,3.61,268.0,60.0,18.0,4.0,37.0,0.0,759.2,708.0,346.0,305.0,50.0,15.0,330.0,443.0,1.37,0.252
D Lamet,P,16.0,20.0,4.1,103.0,56.0,0.0,0.0,0.0,2.0,337.2,270.0,168.0,154.0,45.0,21.0,148.0,443.0,1.24,0.216
M Maroth,P,50.0,67.0,5.05,161.0,150.0,3.0,1.0,0.0,0.0,918.0,1078.0,563.0,515.0,133.0,32.0,262.0,443.0,1.46,0.297
F Doubront,P,31.0,26.0,4.89,118.0,85.0,0.0,0.0,4.0,5.0,513.2,540.0,306.0,279.0,63.0,14.0,219.0,442.0,1.48,0.271
C Haney,P,38.0,52.0,5.07,196.0,125.0,8.0,4.0,1.0,1.0,824.2,924.0,510.0,465.0,94.0,31.0,286.0,442.0,1.47,0.284
L McCullers,P,28.0,31.0,3.25,306.0,9.0,0.0,0.0,39.0,39.0,526.1,427.0,219.0,190.0,47.0,10.0,252.0,442.0,1.29,0.223
B Greif,P,31.0,67.0,4.41,231.0,97.0,18.0,5.0,19.0,20.0,715.2,747.0,402.0,351.0,70.0,36.0,287.0,442.0,1.44,0.272
R Patterson,P,81.0,72.0,2.75,184.0,152.0,119.0,16.0,2.0,0.0,1365.0,1327.0,568.0,417.0,23.0,38.0,273.0,442.0,1.17,0.255
J McDonald,P,32.0,30.0,4.2,131.0,82.0,1.0,0.0,0.0,0.0,512.1,487.0,261.0,239.0,56.0,19.0,231.0,442.0,1.4,0.252
C Breslow,P,23.0,30.0,3.45,576.0,2.0,0.0,0.0,8.0,24.0,570.2,536.0,250.0,219.0,56.0,17.0,226.0,442.0,1.34,0.25
D Riske,P,20.0,20.0,3.67,462.0,0.0,0.0,0.0,22.0,45.0,497.2,442.0,215.0,203.0,66.0,21.0,212.0,441.0,1.31,0.239
J Juden,P,27.0,32.0,4.81,147.0,76.0,6.0,0.0,0.0,0.0,533.0,510.0,325.0,285.0,73.0,34.0,247.0,441.0,1.42,0.253
H Rond?n,P,24.0,20.0,3.49,444.0,1.0,0.0,0.0,92.0,120.0,436.0,390.0,184.0,169.0,50.0,14.0,134.0,441.0,1.2,0.236
C Hogsett,P,63.0,87.0,5.02,330.0,114.0,37.0,2.0,33.0,0.0,1222.0,1511.0,829.0,682.0,85.0,60.0,501.0,441.0,1.65,0.305
J Hanrahan,P,22.0,18.0,3.85,362.0,11.0,0.0,0.0,100.0,123.0,404.2,369.0,186.0,173.0,40.0,10.0,198.0,441.0,1.4,0.24
T Sisk,P,40.0,49.0,3.92,316.0,99.0,19.0,4.0,10.0,12.0,928.1,937.0,457.0,404.0,57.0,17.0,358.0,441.0,1.39,0.266
J Crain,P,45.0,30.0,3.05,532.0,0.0,0.0,0.0,4.0,28.0,532.0,449.0,205.0,180.0,44.0,18.0,206.0,440.0,1.23,0.229
G Brabender,P,35.0,43.0,4.25,151.0,80.0,15.0,4.0,6.0,7.0,620.2,570.0,325.0,293.0,54.0,20.0,282.0,440.0,1.37,0.245
S Greene,P,24.0,29.0,4.53,343.0,33.0,0.0,0.0,67.0,84.0,470.2,456.0,256.0,237.0,59.0,32.0,172.0,439.0,1.33,0.253
T Lovett,P,88.0,59.0,3.94,162.0,149.0,132.0,9.0,1.0,0.0,1305.1,1341.0,840.0,571.0,48.0,59.0,444.0,439.0,1.37,0.257
R Kolp,P,79.0,95.0,4.08,383.0,172.0,66.0,11.0,18.0,0.0,1688.0,1918.0,897.0,765.0,98.0,31.0,424.0,439.0,1.39,0.292
E Richie,P,74.0,65.0,2.54,241.0,137.0,87.0,20.0,9.0,0.0,1359.1,1190.0,544.0,383.0,21.0,32.0,495.0,438.0,1.24,0.246
J Veras,P,23.0,23.0,3.91,440.0,0.0,0.0,0.0,27.0,48.0,423.0,337.0,196.0,184.0,45.0,23.0,221.0,438.0,1.32,0.216
J Hannan,P,41.0,48.0,3.88,276.0,101.0,9.0,4.0,7.0,9.0,822.0,807.0,403.0,354.0,79.0,14.0,406.0,438.0,1.48,0.261
J Dubuc,P,84.0,76.0,3.04,256.0,150.0,101.0,12.0,13.0,0.0,1444.1,1290.0,672.0,488.0,20.0,47.0,577.0,438.0,1.29,0.244
D West,P,31.0,38.0,4.66,204.0,78.0,2.0,0.0,3.0,3.0,569.1,525.0,321.0,295.0,65.0,16.0,311.0,437.0,1.47,0.244
P Mikkelsen,P,45.0,40.0,3.38,364.0,3.0,0.0,0.0,49.0,59.0,653.1,576.0,288.0,245.0,59.0,30.0,250.0,436.0,1.26,0.237
E Romo,P,44.0,33.0,3.45,350.0,3.0,0.0,0.0,52.0,52.0,603.0,548.0,259.0,231.0,57.0,15.0,203.0,436.0,1.25,0.245
L Brissie,P,44.0,48.0,4.07,234.0,93.0,45.0,2.0,29.0,0.0,897.2,867.0,451.0,406.0,61.0,14.0,451.0,436.0,1.47,0.254
M Wisler,P,25.0,36.0,4.59,234.0,66.0,0.0,0.0,4.0,15.0,507.1,504.0,279.0,259.0,79.0,13.0,164.0,436.0,1.32,0.257
A Loup,P,21.0,28.0,3.18,537.0,2.0,0.0,0.0,7.0,30.0,466.2,423.0,198.0,165.0,33.0,48.0,142.0,436.0,1.21,0.243
M Sirotka,P,45.0,42.0,4.31,125.0,111.0,9.0,1.0,0.0,0.0,710.1,803.0,398.0,340.0,86.0,7.0,207.0,435.0,1.42,0.286
M Brown,P,76.0,57.0,3.47,387.0,55.0,18.0,2.0,48.0,0.0,1075.1,1125.0,500.0,415.0,44.0,7.0,388.0,435.0,1.41,0.271
K Ishii,P,39.0,34.0,4.44,105.0,102.0,2.0,2.0,0.0,0.0,564.0,508.0,310.0,278.0,70.0,17.0,354.0,435.0,1.53,0.244
A Atkinson,P,51.0,51.0,3.96,106.0,106.0,99.0,3.0,0.0,0.0,915.0,943.0,656.0,403.0,21.0,38.0,209.0,435.0,1.26,0.323
B Castillo,P,38.0,40.0,3.94,250.0,59.0,9.0,1.0,18.0,18.0,689.0,623.0,327.0,302.0,67.0,4.0,327.0,434.0,1.38,0.246
D Hamilton,P,39.0,41.0,3.85,301.0,57.0,4.0,1.0,31.0,31.0,704.0,692.0,339.0,301.0,61.0,15.0,317.0,434.0,1.43,0.259
T Miller,P,18.0,17.0,4.18,694.0,5.0,0.0,0.0,11.0,27.0,523.1,521.0,264.0,243.0,54.0,43.0,237.0,434.0,1.45,0.26
J Lamabe,P,33.0,41.0,4.24,285.0,49.0,7.0,3.0,15.0,0.0,711.2,753.0,375.0,335.0,67.0,11.0,238.0,434.0,1.39,0.272
F Goldsmith,P,112.0,68.0,2.73,189.0,185.0,174.0,16.0,1.0,0.0,1609.2,1685.0,884.0,488.0,38.0,1.0,171.0,433.0,1.15,13.811
E Stults,P,36.0,48.0,4.24,135.0,112.0,4.0,2.0,0.0,0.0,683.1,723.0,350.0,322.0,83.0,15.0,192.0,433.0,1.34,0.272
G Arrigo,P,35.0,40.0,4.14,194.0,80.0,9.0,3.0,4.0,4.0,620.0,605.0,315.0,285.0,56.0,22.0,291.0,433.0,1.45,0.258
P Erickson,P,37.0,48.0,3.86,207.0,86.0,27.0,5.0,6.0,0.0,814.1,774.0,393.0,349.0,41.0,19.0,425.0,432.0,1.47,0.25
J Tsitouris,P,34.0,38.0,4.13,149.0,84.0,18.0,5.0,3.0,0.0,663.0,653.0,348.0,304.0,71.0,40.0,260.0,432.0,1.38,0.257
B Boehringer,P,26.0,32.0,4.36,356.0,21.0,0.0,0.0,3.0,16.0,534.2,522.0,280.0,259.0,64.0,18.0,274.0,432.0,1.49,0.257
T Wilson,P,41.0,46.0,3.87,169.0,115.0,7.0,4.0,0.0,0.0,728.0,665.0,346.0,313.0,61.0,27.0,305.0,431.0,1.33,0.249
R Scurry,P,19.0,32.0,3.24,332.0,7.0,0.0,0.0,39.0,39.0,460.2,384.0,190.0,166.0,31.0,19.0,274.0,431.0,1.43,0.227
C Bettis,P,31.0,31.0,5.12,164.0,92.0,1.0,1.0,1.0,5.0,600.2,672.0,369.0,342.0,79.0,24.0,210.0,431.0,1.47,0.283
B Hart,P,66.0,120.0,4.65,206.0,190.0,162.0,5.0,3.0,0.0,1582.0,1819.0,1214.0,817.0,43.0,78.0,704.0,431.0,1.59,0.281
J Bagby,P,97.0,96.0,3.96,303.0,198.0,84.0,13.0,9.0,0.0,1666.1,1815.0,849.0,733.0,98.0,28.0,608.0,431.0,1.45,0.278
A Ramos,P,17.0,18.0,3.04,381.0,0.0,0.0,0.0,99.0,119.0,373.1,269.0,133.0,126.0,25.0,15.0,205.0,430.0,1.27,0.201
D Freisleben,P,34.0,60.0,4.3,202.0,121.0,17.0,6.0,4.0,4.0,865.1,897.0,477.0,413.0,67.0,25.0,430.0,430.0,1.53,0.269
R Wolff,P,52.0,69.0,3.41,182.0,128.0,63.0,8.0,13.0,0.0,1025.1,1018.0,468.0,388.0,56.0,22.0,316.0,430.0,1.3,0.258
E Rodriguez,P,42.0,36.0,3.89,264.0,39.0,7.0,1.0,32.0,37.0,734.0,681.0,348.0,317.0,65.0,23.0,323.0,430.0,1.37,0.248
E Mujica,P,24.0,28.0,3.92,499.0,4.0,0.0,0.0,50.0,72.0,553.0,562.0,257.0,241.0,80.0,7.0,89.0,430.0,1.18,0.264
J Heving,P,76.0,48.0,3.9,430.0,40.0,17.0,3.0,63.0,0.0,1038.2,1136.0,559.0,450.0,64.0,24.0,380.0,429.0,1.46,0.279
D Lemanczyk,P,37.0,63.0,4.62,185.0,103.0,30.0,3.0,0.0,0.0,913.0,1012.0,529.0,469.0,87.0,20.0,363.0,429.0,1.51,0.284
M Myers,P,25.0,24.0,4.29,883.0,0.0,0.0,0.0,14.0,34.0,541.2,525.0,278.0,258.0,58.0,43.0,256.0,429.0,1.44,0.257
D Graves,P,43.0,44.0,4.05,518.0,30.0,2.0,1.0,182.0,221.0,808.1,857.0,416.0,364.0,96.0,26.0,271.0,429.0,1.4,0.274
D Germ?n,P,26.0,21.0,4.37,92.0,70.0,0.0,0.0,0.0,0.0,413.2,371.0,213.0,201.0,74.0,16.0,127.0,429.0,1.2,0.233
W Banks,P,33.0,39.0,4.75,181.0,84.0,1.0,1.0,2.0,2.0,610.1,632.0,370.0,322.0,65.0,15.0,302.0,428.0,1.53,0.268
S Smith,P,114.0,118.0,3.32,373.0,226.0,142.0,16.0,21.0,0.0,2052.2,2234.0,968.0,757.0,57.0,42.0,440.0,428.0,1.3,0.282
K Graveman,P,33.0,38.0,4.08,214.0,80.0,3.0,1.0,16.0,28.0,587.1,602.0,288.0,266.0,68.0,28.0,186.0,428.0,1.34,0.265
A Warren,P,30.0,24.0,3.53,323.0,21.0,0.0,0.0,6.0,16.0,492.1,435.0,205.0,193.0,56.0,17.0,171.0,428.0,1.23,0.237
G Derby,P,48.0,56.0,3.01,110.0,107.0,105.0,12.0,1.0,0.0,964.1,1064.0,639.0,322.0,14.0,182.0,0.0,428.0,1.29,
E Myers,P,55.0,72.0,4.06,185.0,127.0,78.0,8.0,7.0,0.0,1102.0,1148.0,625.0,497.0,30.0,51.0,440.0,428.0,1.44,0.274
J Thompson,P,36.0,43.0,4.02,103.0,101.0,9.0,0.0,0.0,0.0,648.2,633.0,320.0,290.0,73.0,10.0,235.0,428.0,1.34,0.258
D Bard,P,27.0,33.0,3.64,358.0,10.0,0.0,0.0,65.0,91.0,408.0,319.0,180.0,165.0,38.0,28.0,192.0,428.0,1.25,0.215
P Conway,P,61.0,61.0,3.59,126.0,123.0,117.0,5.0,0.0,0.0,1040.0,1058.0,694.0,415.0,32.0,18.0,250.0,428.0,1.26,0.488
A Coakley,P,58.0,59.0,2.35,150.0,124.0,87.0,11.0,3.0,0.0,1072.1,1021.0,436.0,280.0,9.0,26.0,314.0,428.0,1.24,0.256
C Hall,P,54.0,47.0,3.09,188.0,80.0,49.0,3.0,12.0,0.0,909.2,821.0,438.0,312.0,16.0,38.0,391.0,427.0,1.33,0.247
M Lopez,P,31.0,40.0,3.62,171.0,93.0,14.0,3.0,2.0,6.0,653.0,591.0,300.0,263.0,44.0,15.0,317.0,426.0,1.39,0.243
F Francisco,P,20.0,22.0,4.01,391.0,0.0,0.0,0.0,73.0,97.0,386.1,344.0,181.0,172.0,41.0,8.0,172.0,426.0,1.34,0.234
P Redfern,P,42.0,48.0,4.54,170.0,111.0,9.0,1.0,3.0,3.0,714.0,764.0,409.0,360.0,68.0,11.0,306.0,426.0,1.5,0.278
C Holt,P,28.0,51.0,4.76,133.0,112.0,4.0,1.0,1.0,2.0,736.2,853.0,426.0,390.0,69.0,32.0,253.0,426.0,1.5,0.295
J Robinson,P,47.0,40.0,4.79,141.0,117.0,10.0,5.0,0.0,0.0,708.2,672.0,405.0,377.0,88.0,24.0,347.0,425.0,1.44,0.25
N Altrock,P,83.0,75.0,2.67,218.0,161.0,128.0,16.0,7.0,0.0,1514.0,1455.0,600.0,449.0,16.0,22.0,272.0,425.0,1.14,0.254
V Santos,P,23.0,48.0,5.21,186.0,87.0,1.0,0.0,0.0,0.0,602.1,675.0,387.0,349.0,86.0,23.0,279.0,425.0,1.58,0.284
F Youmans,P,30.0,34.0,3.74,94.0,90.0,10.0,6.0,0.0,0.0,539.0,428.0,249.0,224.0,45.0,10.0,280.0,424.0,1.31,0.218
R Christopher,P,54.0,64.0,3.37,241.0,97.0,46.0,3.0,35.0,0.0,999.2,931.0,441.0,374.0,38.0,27.0,399.0,424.0,1.33,0.248
J McAndrew,P,37.0,53.0,3.65,161.0,110.0,20.0,6.0,4.0,5.0,771.1,712.0,348.0,313.0,73.0,17.0,213.0,424.0,1.2,0.245
E Palica,P,41.0,55.0,4.22,246.0,80.0,20.0,3.0,12.0,0.0,839.1,806.0,432.0,394.0,72.0,11.0,399.0,423.0,1.44,0.255
C Stratton,P,35.0,23.0,4.52,238.0,42.0,1.0,1.0,11.0,24.0,462.1,484.0,253.0,232.0,54.0,6.0,191.0,423.0,1.46,0.27
J Powell,P,36.0,23.0,4.17,512.0,0.0,0.0,0.0,22.0,35.0,542.1,543.0,295.0,251.0,42.0,21.0,272.0,423.0,1.5,0.261
P Collins,P,80.0,85.0,4.66,292.0,142.0,64.0,4.0,24.0,0.0,1324.1,1541.0,784.0,686.0,125.0,37.0,497.0,423.0,1.54,0.291
A Chafin,P,14.0,20.0,3.23,477.0,3.0,0.0,0.0,12.0,23.0,401.2,336.0,156.0,144.0,26.0,14.0,156.0,422.0,1.22,0.227
A Reyes,P,23.0,16.0,3.84,384.0,2.0,0.0,0.0,32.0,45.0,428.2,340.0,191.0,183.0,53.0,25.0,195.0,422.0,1.25,0.218
B Sweeney,P,49.0,31.0,2.67,82.0,80.0,76.0,4.0,0.0,0.0,708.0,700.0,413.0,210.0,17.0,116.0,0.0,422.0,1.15,
N Cotts,P,21.0,24.0,3.96,483.0,5.0,0.0,0.0,4.0,24.0,443.1,405.0,208.0,195.0,58.0,22.0,194.0,421.0,1.35,0.242
R Bell,P,34.0,37.0,5.71,151.0,108.0,2.0,0.0,0.0,0.0,686.0,757.0,465.0,435.0,125.0,21.0,288.0,421.0,1.52,0.279
N Lowry,P,40.0,31.0,4.03,106.0,100.0,4.0,2.0,0.0,0.0,618.1,606.0,298.0,277.0,64.0,19.0,249.0,420.0,1.38,0.259
H Bedient,P,59.0,53.0,3.08,179.0,102.0,57.0,4.0,19.0,0.0,936.2,932.0,425.0,321.0,15.0,17.0,236.0,420.0,1.25,0.263
P Appleton,P,57.0,66.0,4.3,341.0,73.0,34.0,6.0,26.0,0.0,1141.0,1187.0,667.0,545.0,76.0,26.0,486.0,420.0,1.47,0.268
J Russell,P,85.0,141.0,4.46,557.0,182.0,71.0,3.0,38.0,0.0,2050.2,2454.0,1187.0,1017.0,83.0,26.0,571.0,418.0,1.48,0.299
B Wells,P,40.0,28.0,5.03,414.0,21.0,1.0,1.0,15.0,31.0,635.2,688.0,378.0,355.0,101.0,35.0,200.0,417.0,1.4,0.276
D Storen,P,29.0,18.0,3.45,470.0,0.0,0.0,0.0,99.0,123.0,440.1,394.0,183.0,169.0,38.0,32.0,132.0,417.0,1.19,0.238
K Foster,P,32.0,30.0,4.86,100.0,83.0,2.0,0.0,0.0,0.0,509.2,500.0,294.0,275.0,88.0,14.0,220.0,417.0,1.41,0.259
