Player name,Position,Win,Loss,Earned run Average,Games played,Games Started,Complete Game,Shutout,Save,Save Opportunity,Innings pitched,hit,run,earned run,home run,Hit Batsmen,base on balls,Strikeouts,WHIP,AVG
C Villanueva,P,51.0,55.0,4.31,476.0,76.0,0.0,0.0,11.0,24.0,998.2,967.0,491.0,478.0,139.0,34.0,323.0,862.0,1.29,0.253
C Mays,P,208.0,126.0,2.92,490.0,324.0,231.0,29.0,31.0,0.0,3021.1,2912.0,1210.0,979.0,73.0,89.0,734.0,862.0,1.21,0.256
R Ehret,P,139.0,167.0,4.02,362.0,309.0,260.0,14.0,4.0,0.0,2754.1,3172.0,1881.0,1229.0,63.0,139.0,841.0,848.0,1.46,0.282
S Leever,P,194.0,100.0,2.47,388.0,299.0,241.0,39.0,13.0,0.0,2660.2,2449.0,1023.0,731.0,29.0,88.0,587.0,847.0,1.14,0.245
C Tillman,P,74.0,60.0,4.57,210.0,205.0,2.0,1.0,0.0,0.0,1145.0,1142.0,614.0,582.0,164.0,33.0,436.0,847.0,1.38,0.26
W Chen,P,59.0,51.0,4.18,219.0,170.0,0.0,0.0,0.0,0.0,1064.2,1090.0,526.0,495.0,156.0,25.0,270.0,846.0,1.28,0.264
H Daily,P,73.0,87.0,2.92,165.0,163.0,157.0,10.0,1.0,0.0,1415.0,1394.0,866.0,459.0,30.0,3.0,369.0,846.0,1.25,2.395
J Baldwin,P,79.0,74.0,5.01,266.0,202.0,7.0,2.0,2.0,3.0,1322.2,1443.0,794.0,737.0,203.0,52.0,486.0,844.0,1.46,0.278
A Nehf,P,184.0,120.0,3.2,451.0,320.0,182.0,28.0,13.0,0.0,2707.2,2715.0,1164.0,964.0,107.0,40.0,640.0,844.0,1.24,0.265
B Ruffin,P,60.0,82.0,4.19,469.0,152.0,17.0,3.0,63.0,63.0,1268.0,1345.0,676.0,590.0,92.0,10.0,565.0,843.0,1.51,0.275
L Jansen,P,122.0,89.0,3.58,291.0,237.0,107.0,17.0,10.0,0.0,1765.2,1751.0,804.0,703.0,191.0,20.0,410.0,842.0,1.22,0.258
J Tavarez,P,88.0,82.0,4.46,828.0,108.0,2.0,0.0,23.0,36.0,1404.1,1540.0,808.0,696.0,113.0,96.0,563.0,842.0,1.5,0.283
S Johnson,P,101.0,165.0,4.09,492.0,272.0,108.0,13.0,15.0,0.0,2281.1,2510.0,1226.0,1036.0,120.0,36.0,687.0,840.0,1.4,0.279
E Blackwell,P,82.0,78.0,3.3,236.0,169.0,69.0,15.0,11.0,0.0,1321.0,1150.0,562.0,484.0,67.0,44.0,562.0,839.0,1.3,0.235
A Pena,P,56.0,52.0,3.1,503.0,72.0,12.0,7.0,74.0,74.0,1057.2,959.0,426.0,364.0,75.0,13.0,331.0,839.0,1.22,0.241
B Sherdel,P,165.0,146.0,3.72,514.0,273.0,159.0,11.0,26.0,0.0,2709.1,3018.0,1326.0,1120.0,149.0,54.0,661.0,839.0,1.36,0.285
S Baker,P,66.0,53.0,4.26,193.0,172.0,4.0,2.0,0.0,0.0,1064.2,1089.0,518.0,504.0,145.0,27.0,245.0,839.0,1.25,0.264
C Lidle,P,82.0,72.0,4.57,277.0,199.0,11.0,5.0,2.0,2.0,1322.2,1400.0,738.0,671.0,159.0,54.0,356.0,838.0,1.33,0.272
M Pelfrey,P,68.0,103.0,4.68,275.0,256.0,4.0,0.0,1.0,1.0,1476.1,1687.0,827.0,767.0,139.0,81.0,542.0,838.0,1.51,0.291
H Score,P,55.0,46.0,3.36,150.0,127.0,47.0,11.0,3.0,0.0,858.1,609.0,364.0,320.0,79.0,7.0,573.0,837.0,1.38,0.2
J Gott,P,56.0,74.0,3.87,554.0,96.0,10.0,3.0,91.0,91.0,1120.0,1081.0,546.0,481.0,85.0,23.0,466.0,837.0,1.38,0.254
S Sallee,P,174.0,143.0,2.56,476.0,305.0,189.0,25.0,36.0,0.0,2821.2,2729.0,1092.0,804.0,68.0,43.0,573.0,836.0,1.17,0.258
S Marcum,P,61.0,48.0,3.93,195.0,167.0,1.0,0.0,1.0,2.0,1030.0,957.0,474.0,450.0,140.0,32.0,314.0,836.0,1.23,0.245
J Pfeffer,P,158.0,112.0,2.77,347.0,279.0,194.0,28.0,10.0,0.0,2407.1,2320.0,917.0,741.0,67.0,105.0,592.0,836.0,1.21,0.258
D Rasmussen,P,91.0,77.0,4.15,256.0,235.0,21.0,5.0,0.0,0.0,1460.2,1424.0,747.0,673.0,175.0,26.0,522.0,835.0,1.33,0.257
K Maeda,P,59.0,41.0,3.87,169.0,135.0,0.0,0.0,6.0,6.0,762.0,646.0,348.0,328.0,102.0,29.0,220.0,834.0,1.14,0.226
A Worthington,P,75.0,82.0,3.39,602.0,69.0,11.0,3.0,110.0,111.0,1246.2,1130.0,546.0,469.0,105.0,27.0,527.0,834.0,1.33,0.243
M Mulder,P,103.0,60.0,4.18,205.0,203.0,25.0,10.0,0.0,1.0,1314.0,1352.0,657.0,611.0,141.0,50.0,412.0,834.0,1.34,0.269
D Mlicki,P,66.0,80.0,4.72,262.0,193.0,6.0,2.0,1.0,1.0,1232.2,1337.0,709.0,646.0,171.0,58.0,472.0,834.0,1.47,0.276
S Bieber,P,54.0,26.0,3.15,114.0,112.0,4.0,2.0,0.0,0.0,709.0,624.0,267.0,248.0,80.0,15.0,153.0,834.0,1.1,0.233
R Hernandez,P,71.0,99.0,4.6,270.0,219.0,8.0,3.0,1.0,5.0,1358.1,1412.0,766.0,695.0,147.0,82.0,505.0,833.0,1.41,0.27
J Ring,P,118.0,149.0,4.13,389.0,294.0,154.0,9.0,11.0,0.0,2357.1,2551.0,1329.0,1082.0,104.0,30.0,953.0,833.0,1.49,0.281
T Pittinger,P,115.0,113.0,3.1,262.0,227.0,187.0,23.0,3.0,0.0,2040.2,2017.0,985.0,702.0,39.0,96.0,734.0,832.0,1.35,0.26
J Soria,P,36.0,45.0,3.11,773.0,1.0,0.0,0.0,229.0,285.0,763.0,633.0,279.0,264.0,67.0,27.0,231.0,831.0,1.13,0.223
J Paxton,P,57.0,33.0,3.59,137.0,137.0,2.0,1.0,0.0,0.0,754.2,684.0,333.0,301.0,81.0,9.0,231.0,831.0,1.21,0.239
G Morton,P,98.0,86.0,3.13,317.0,185.0,82.0,19.0,6.0,0.0,1629.2,1520.0,747.0,567.0,27.0,22.0,583.0,830.0,1.29,0.25
J Isringhausen,P,51.0,55.0,3.64,724.0,52.0,3.0,1.0,300.0,364.0,1007.2,901.0,450.0,408.0,85.0,34.0,437.0,830.0,1.33,0.238
S Lockwood,P,57.0,97.0,3.55,420.0,106.0,16.0,5.0,68.0,68.0,1236.0,1130.0,539.0,488.0,97.0,33.0,490.0,829.0,1.31,0.246
J Nelson,P,48.0,45.0,3.41,798.0,0.0,0.0,0.0,33.0,51.0,784.2,633.0,329.0,297.0,55.0,64.0,428.0,829.0,1.35,0.224
B Latman,P,59.0,68.0,3.91,344.0,134.0,28.0,10.0,16.0,0.0,1219.0,1130.0,605.0,529.0,142.0,48.0,489.0,829.0,1.33,0.246
R Branca,P,88.0,68.0,3.79,322.0,188.0,71.0,12.0,19.0,0.0,1484.0,1372.0,702.0,625.0,149.0,31.0,663.0,829.0,1.37,0.245
P Foytack,P,86.0,87.0,4.14,312.0,193.0,63.0,7.0,7.0,0.0,1498.0,1381.0,757.0,689.0,176.0,15.0,662.0,827.0,1.36,0.246
B Moose,P,76.0,71.0,3.5,289.0,160.0,35.0,13.0,19.0,20.0,1304.0,1308.0,566.0,507.0,75.0,30.0,387.0,827.0,1.3,0.262
P Rapp,P,70.0,91.0,4.68,259.0,239.0,9.0,5.0,0.0,0.0,1387.1,1468.0,790.0,721.0,133.0,49.0,683.0,825.0,1.55,0.277
J Curtis,P,89.0,97.0,3.96,438.0,199.0,42.0,14.0,11.0,12.0,1641.0,1695.0,810.0,722.0,140.0,13.0,669.0,825.0,1.44,0.27
C Richard,P,69.0,84.0,4.51,275.0,210.0,5.0,3.0,1.0,1.0,1284.2,1398.0,711.0,644.0,149.0,40.0,438.0,824.0,1.43,0.28
P Perez,P,67.0,68.0,3.44,207.0,193.0,21.0,4.0,0.0,0.0,1244.1,1167.0,541.0,475.0,107.0,25.0,344.0,822.0,1.21,0.249
E Healy,P,78.0,136.0,3.84,227.0,222.0,208.0,9.0,0.0,0.0,1875.0,1920.0,1270.0,799.0,63.0,70.0,599.0,822.0,1.34,0.328
F Marberry,P,148.0,88.0,3.64,551.0,186.0,86.0,7.0,101.0,0.0,2067.1,2049.0,972.0,837.0,96.0,38.0,686.0,822.0,1.32,0.262
M Lanier,P,108.0,82.0,3.01,327.0,204.0,91.0,21.0,17.0,0.0,1619.1,1490.0,631.0,542.0,65.0,18.0,611.0,821.0,1.3,0.247
D LaRoche,P,65.0,58.0,3.53,647.0,15.0,1.0,0.0,126.0,135.0,1049.1,919.0,448.0,411.0,94.0,29.0,459.0,819.0,1.31,0.239
O Pena,P,56.0,77.0,3.71,427.0,93.0,21.0,4.0,40.0,43.0,1202.0,1175.0,549.0,495.0,151.0,28.0,352.0,818.0,1.27,0.255
D LaPoint,P,80.0,86.0,4.02,294.0,227.0,11.0,4.0,1.0,1.0,1486.2,1598.0,748.0,664.0,117.0,17.0,559.0,802.0,1.45,0.277
L Gura,P,126.0,97.0,3.76,403.0,261.0,71.0,16.0,14.0,16.0,2047.0,2020.0,958.0,855.0,204.0,46.0,599.0,802.0,1.28,0.26
T Wood,P,47.0,59.0,4.26,298.0,147.0,0.0,0.0,4.0,6.0,994.0,938.0,514.0,471.0,120.0,35.0,370.0,801.0,1.32,0.249
L McCullers,P,49.0,32.0,3.48,130.0,127.0,1.0,0.0,0.0,0.0,718.2,603.0,299.0,278.0,57.0,38.0,296.0,800.0,1.25,0.226
J Thomson,P,63.0,85.0,4.68,216.0,212.0,9.0,3.0,0.0,0.0,1270.1,1398.0,734.0,661.0,154.0,28.0,369.0,800.0,1.39,0.281
A Crowder,P,167.0,115.0,4.13,402.0,292.0,150.0,16.0,22.0,0.0,2344.1,2453.0,1207.0,1075.0,136.0,16.0,800.0,799.0,1.39,0.27
B Lidge,P,26.0,32.0,3.54,603.0,1.0,0.0,0.0,225.0,270.0,603.1,492.0,257.0,237.0,57.0,34.0,287.0,799.0,1.29,0.221
O Boyd,P,78.0,77.0,4.04,214.0,207.0,43.0,10.0,0.0,0.0,1389.2,1427.0,680.0,624.0,166.0,15.0,368.0,799.0,1.29,0.266
E Guardado,P,46.0,61.0,4.31,908.0,25.0,0.0,0.0,187.0,225.0,944.2,894.0,476.0,452.0,138.0,16.0,348.0,798.0,1.31,0.251
S Manaea,P,58.0,50.0,4.06,159.0,156.0,3.0,3.0,0.0,0.0,885.0,850.0,430.0,399.0,123.0,37.0,230.0,797.0,1.22,0.25
T Hall,P,52.0,33.0,3.27,358.0,63.0,7.0,3.0,32.0,40.0,852.2,656.0,360.0,310.0,88.0,8.0,382.0,797.0,1.22,0.211
B Kennedy,P,187.0,159.0,3.96,405.0,353.0,293.0,13.0,9.0,0.0,3021.0,3276.0,1859.0,1329.0,93.0,68.0,1201.0,797.0,1.48,0.273
D MacFayden,P,132.0,159.0,3.96,465.0,333.0,158.0,18.0,9.0,0.0,2706.0,2981.0,1395.0,1191.0,112.0,64.0,872.0,797.0,1.42,0.281
J S?nchez,P,39.0,58.0,4.7,194.0,137.0,1.0,1.0,0.0,0.0,786.1,714.0,438.0,411.0,91.0,44.0,437.0,796.0,1.46,0.242
F Cordero,P,47.0,53.0,3.38,800.0,0.0,0.0,0.0,329.0,405.0,824.2,751.0,342.0,310.0,64.0,27.0,375.0,796.0,1.37,0.244
H Wehmeier,P,92.0,108.0,4.8,361.0,240.0,79.0,9.0,9.0,0.0,1803.0,1806.0,1044.0,961.0,210.0,31.0,852.0,794.0,1.47,0.26
R Nen,P,45.0,42.0,2.98,643.0,4.0,0.0,0.0,314.0,343.0,715.0,607.0,266.0,237.0,51.0,7.0,260.0,793.0,1.21,0.227
B Purkey,P,129.0,115.0,3.79,386.0,276.0,92.0,13.0,9.0,0.0,2114.2,2170.0,998.0,891.0,195.0,71.0,510.0,793.0,1.27,0.266
J Saunders,P,89.0,86.0,4.37,235.0,229.0,9.0,3.0,0.0,0.0,1387.1,1533.0,746.0,674.0,179.0,30.0,439.0,792.0,1.42,0.283
T Forster,P,54.0,65.0,3.23,613.0,39.0,5.0,0.0,127.0,136.0,1105.2,1034.0,454.0,397.0,51.0,24.0,457.0,791.0,1.35,0.251
E Hamilton,P,115.0,147.0,3.16,410.0,262.0,140.0,16.0,13.0,0.0,2342.2,2220.0,1075.0,822.0,43.0,70.0,773.0,790.0,1.28,0.253
D Foutz,1B,147.0,66.0,2.84,251.0,216.0,202.0,16.0,4.0,0.0,1997.1,1843.0,1068.0,631.0,38.0,58.0,510.0,790.0,1.18,0.235
B Shirley,P,67.0,94.0,3.82,434.0,162.0,16.0,2.0,18.0,18.0,1432.0,1432.0,689.0,608.0,127.0,20.0,542.0,790.0,1.38,0.264
S Romo,P,42.0,36.0,3.21,821.0,5.0,0.0,0.0,137.0,172.0,722.2,579.0,275.0,258.0,85.0,27.0,179.0,789.0,1.05,0.216
W Twitchell,P,48.0,65.0,3.98,282.0,133.0,15.0,6.0,2.0,3.0,1063.0,982.0,541.0,470.0,92.0,40.0,537.0,789.0,1.43,0.25
W Hernandez,P,70.0,63.0,3.38,744.0,11.0,0.0,0.0,147.0,147.0,1044.2,952.0,431.0,392.0,97.0,25.0,349.0,788.0,1.25,0.245
V Velasquez,P,34.0,47.0,4.94,184.0,137.0,1.0,1.0,0.0,0.0,731.0,711.0,422.0,401.0,124.0,32.0,294.0,788.0,1.37,0.255
R Donahue,P,164.0,175.0,3.61,367.0,340.0,312.0,25.0,3.0,0.0,2966.1,3377.0,1638.0,1191.0,61.0,113.0,689.0,787.0,1.37,0.286
D Rudolph,P,121.0,108.0,2.66,279.0,240.0,172.0,27.0,8.0,0.0,2049.0,1971.0,778.0,605.0,35.0,27.0,402.0,786.0,1.16,0.258
B Wickman,P,63.0,61.0,3.57,835.0,28.0,1.0,1.0,267.0,303.0,1059.0,1051.0,469.0,420.0,80.0,38.0,432.0,785.0,1.4,0.26
N Pivetta,P,40.0,50.0,5.02,158.0,136.0,2.0,0.0,2.0,2.0,741.0,740.0,429.0,413.0,124.0,24.0,291.0,784.0,1.39,0.26
M Bielecki,P,70.0,73.0,4.18,347.0,178.0,7.0,4.0,5.0,5.0,1231.0,1236.0,633.0,572.0,116.0,19.0,496.0,783.0,1.41,0.262
M LaCoss,P,98.0,103.0,4.02,415.0,243.0,26.0,9.0,12.0,12.0,1739.2,1786.0,885.0,777.0,99.0,29.0,725.0,783.0,1.44,0.271
L Christenson,P,83.0,71.0,3.79,243.0,220.0,27.0,6.0,4.0,4.0,1402.2,1401.0,648.0,591.0,100.0,21.0,395.0,781.0,1.28,0.262
T Percival,P,35.0,43.0,3.17,703.0,1.0,0.0,0.0,358.0,399.0,708.2,479.0,271.0,250.0,85.0,27.0,306.0,781.0,1.11,0.188
K Tekulve,P,94.0,90.0,2.85,1050.0,0.0,0.0,0.0,184.0,184.0,1436.2,1305.0,526.0,455.0,63.0,17.0,491.0,779.0,1.25,0.244
T Sparks,P,121.0,137.0,2.79,313.0,269.0,202.0,19.0,8.0,0.0,2335.2,2231.0,1057.0,725.0,33.0,87.0,629.0,778.0,1.22,0.253
M Guthrie,P,51.0,54.0,4.05,765.0,43.0,3.0,1.0,14.0,22.0,978.2,989.0,489.0,440.0,101.0,22.0,381.0,778.0,1.4,0.266
R Madson,P,61.0,48.0,3.48,740.0,18.0,0.0,0.0,91.0,134.0,869.2,830.0,358.0,336.0,82.0,44.0,250.0,775.0,1.24,0.253
R Springer,P,36.0,45.0,4.52,740.0,27.0,1.0,0.0,9.0,21.0,856.1,824.0,458.0,430.0,121.0,35.0,349.0,775.0,1.37,0.251
N Robertson,P,57.0,77.0,5.01,223.0,187.0,4.0,0.0,1.0,1.0,1152.1,1279.0,696.0,642.0,160.0,34.0,420.0,775.0,1.47,0.282
F Ostermueller,P,114.0,115.0,3.99,390.0,246.0,113.0,11.0,15.0,0.0,2066.2,2170.0,1062.0,917.0,105.0,21.0,835.0,774.0,1.45,0.268
R Person,P,51.0,42.0,4.64,206.0,135.0,4.0,2.0,9.0,9.0,897.1,813.0,496.0,463.0,129.0,35.0,438.0,773.0,1.39,0.242
M Boyd,P,39.0,62.0,4.9,159.0,145.0,2.0,1.0,0.0,0.0,797.2,798.0,458.0,434.0,142.0,40.0,256.0,772.0,1.32,0.258
B Anderson,P,67.0,74.0,4.07,222.0,210.0,3.0,1.0,3.0,3.0,1140.1,1217.0,572.0,516.0,115.0,32.0,304.0,772.0,1.33,0.274
J Nash,P,68.0,64.0,3.58,201.0,167.0,36.0,11.0,4.0,4.0,1107.1,1050.0,490.0,441.0,108.0,17.0,401.0,771.0,1.31,0.25
G Lavelle,P,80.0,77.0,2.93,745.0,3.0,0.0,0.0,136.0,136.0,1085.0,1004.0,413.0,353.0,51.0,13.0,440.0,769.0,1.33,0.249
D Bush,P,56.0,69.0,4.73,211.0,187.0,6.0,3.0,0.0,0.0,1144.1,1199.0,657.0,601.0,170.0,80.0,296.0,768.0,1.31,0.27
D Taylor,P,116.0,106.0,2.75,274.0,237.0,160.0,21.0,3.0,0.0,1916.1,1877.0,870.0,585.0,39.0,72.0,551.0,767.0,1.27,0.256
B Swift,P,94.0,78.0,3.95,403.0,220.0,11.0,4.0,27.0,27.0,1599.2,1688.0,801.0,702.0,116.0,53.0,507.0,767.0,1.37,0.274
Y Petit,P,50.0,44.0,3.93,515.0,59.0,2.0,1.0,8.0,20.0,904.0,833.0,414.0,395.0,137.0,5.0,205.0,767.0,1.15,0.242
J Shaw,P,84.0,98.0,3.08,287.0,194.0,96.0,17.0,17.0,0.0,1600.1,1446.0,679.0,548.0,28.0,24.0,688.0,767.0,1.33,0.247
T Byrne,P,85.0,69.0,4.11,281.0,170.0,65.0,12.0,12.0,0.0,1362.0,1138.0,688.0,622.0,98.0,85.0,1037.0,766.0,1.6,0.229
J May,P,72.0,95.0,3.88,410.0,160.0,70.0,7.0,19.0,0.0,1562.1,1645.0,808.0,673.0,35.0,88.0,617.0,765.0,1.45,0.278
T Abernathy,P,63.0,69.0,3.46,681.0,34.0,7.0,2.0,148.0,165.0,1147.2,1010.0,513.0,441.0,70.0,45.0,592.0,765.0,1.4,0.241
J Haynes,P,63.0,89.0,5.37,227.0,203.0,2.0,1.0,1.0,1.0,1200.2,1358.0,778.0,717.0,148.0,30.0,601.0,762.0,1.63,0.29
A Heaney,P,36.0,42.0,4.56,137.0,126.0,1.0,1.0,0.0,1.0,707.0,682.0,379.0,358.0,128.0,41.0,198.0,760.0,1.24,0.25
R Cormier,P,71.0,64.0,4.03,683.0,108.0,7.0,1.0,2.0,31.0,1221.2,1248.0,604.0,547.0,121.0,51.0,317.0,760.0,1.28,0.266
W Blair,P,60.0,86.0,5.04,418.0,139.0,3.0,0.0,4.0,6.0,1274.0,1438.0,778.0,713.0,170.0,36.0,415.0,759.0,1.45,0.286
C Dobson,P,74.0,69.0,3.78,202.0,190.0,49.0,11.0,0.0,0.0,1258.1,1174.0,581.0,528.0,125.0,18.0,476.0,758.0,1.31,0.247
T Worrell,P,48.0,59.0,3.97,678.0,49.0,0.0,0.0,71.0,103.0,973.2,963.0,488.0,429.0,107.0,27.0,366.0,758.0,1.36,0.256
L Andersen,P,40.0,39.0,3.15,699.0,1.0,0.0,0.0,49.0,49.0,995.1,932.0,402.0,348.0,58.0,17.0,311.0,758.0,1.25,0.249
J Broxton,P,43.0,38.0,3.41,694.0,0.0,0.0,0.0,118.0,174.0,676.0,580.0,285.0,256.0,51.0,20.0,268.0,758.0,1.25,0.232
M McDermott,P,69.0,69.0,3.91,291.0,156.0,54.0,11.0,14.0,0.0,1316.2,1161.0,655.0,572.0,86.0,28.0,838.0,757.0,1.52,0.24
C Patten,P,106.0,128.0,3.36,270.0,238.0,206.0,17.0,5.0,0.0,2062.1,2154.0,1079.0,770.0,40.0,74.0,557.0,757.0,1.31,0.27
M Prior,P,42.0,29.0,3.51,106.0,106.0,5.0,1.0,0.0,0.0,657.0,582.0,277.0,256.0,77.0,31.0,223.0,757.0,1.23,0.235
D Bosman,P,82.0,85.0,3.67,306.0,229.0,29.0,10.0,2.0,2.0,1591.0,1594.0,736.0,648.0,149.0,34.0,412.0,757.0,1.26,0.261
D Stigman,P,46.0,54.0,4.03,235.0,119.0,30.0,5.0,16.0,0.0,922.2,819.0,442.0,413.0,133.0,8.0,406.0,755.0,1.33,0.237
P Jarvis,P,85.0,73.0,3.58,249.0,169.0,42.0,8.0,3.0,6.0,1284.0,1180.0,559.0,511.0,106.0,12.0,380.0,755.0,1.21,0.243
M Foltynewicz,P,46.0,54.0,4.52,166.0,142.0,2.0,1.0,0.0,0.0,825.0,811.0,443.0,414.0,136.0,37.0,275.0,752.0,1.32,0.255
A DeSclafani,P,50.0,48.0,4.12,161.0,151.0,3.0,3.0,0.0,0.0,843.0,839.0,421.0,386.0,120.0,23.0,231.0,751.0,1.27,0.26
R Grimsley,P,124.0,99.0,3.81,345.0,295.0,79.0,15.0,3.0,3.0,2039.1,2105.0,947.0,863.0,202.0,15.0,559.0,750.0,1.31,0.27
S Matz,P,50.0,51.0,4.3,156.0,146.0,1.0,1.0,0.0,0.0,778.1,793.0,399.0,372.0,122.0,34.0,233.0,750.0,1.32,0.261
E Kinder,P,102.0,71.0,3.43,484.0,122.0,56.0,10.0,102.0,0.0,1479.2,1421.0,627.0,564.0,116.0,9.0,539.0,749.0,1.32,0.252
J Jennings,P,62.0,74.0,4.95,225.0,180.0,6.0,3.0,1.0,2.0,1128.1,1253.0,661.0,621.0,137.0,34.0,505.0,749.0,1.56,0.285
D Hudson,P,59.0,43.0,3.81,479.0,61.0,3.0,0.0,32.0,52.0,789.1,719.0,376.0,334.0,86.0,35.0,255.0,749.0,1.23,0.241
W Miller,P,62.0,46.0,4.1,151.0,147.0,5.0,1.0,0.0,0.0,894.1,838.0,443.0,407.0,108.0,27.0,377.0,749.0,1.36,0.249
D Schatzeder,P,69.0,68.0,3.74,504.0,121.0,18.0,4.0,10.0,10.0,1317.0,1257.0,617.0,548.0,128.0,23.0,476.0,748.0,1.32,0.253
D Palmer,P,64.0,59.0,3.78,212.0,176.0,10.0,4.0,2.0,2.0,1085.0,1036.0,515.0,456.0,78.0,21.0,434.0,748.0,1.35,0.252
N Potter,P,92.0,97.0,3.99,349.0,177.0,89.0,6.0,22.0,0.0,1686.0,1721.0,843.0,748.0,123.0,21.0,582.0,747.0,1.37,0.265
M Redman,P,68.0,85.0,4.85,219.0,203.0,12.0,2.0,0.0,0.0,1238.2,1364.0,712.0,668.0,141.0,35.0,407.0,747.0,1.43,0.281
J Schmitz,P,93.0,114.0,3.55,366.0,235.0,86.0,16.0,19.0,0.0,1812.2,1766.0,841.0,714.0,97.0,35.0,757.0,746.0,1.39,0.258
H Staley,P,136.0,119.0,3.8,283.0,257.0,231.0,10.0,2.0,0.0,2269.0,2468.0,1472.0,959.0,92.0,48.0,601.0,746.0,1.35,0.269
D Radatz,P,52.0,43.0,3.13,381.0,0.0,0.0,0.0,122.0,124.0,693.2,532.0,260.0,241.0,65.0,30.0,296.0,745.0,1.19,0.212
K Gleason,2B,138.0,131.0,3.79,299.0,266.0,240.0,10.0,6.0,0.0,2389.1,2552.0,1511.0,1007.0,75.0,78.0,906.0,744.0,1.45,0.265
C Marmol,P,23.0,35.0,3.57,519.0,13.0,0.0,0.0,117.0,146.0,577.0,385.0,242.0,229.0,49.0,51.0,395.0,744.0,1.35,0.188
P Regan,P,96.0,81.0,3.84,551.0,105.0,20.0,1.0,92.0,109.0,1372.2,1392.0,649.0,585.0,150.0,26.0,447.0,743.0,1.34,0.265
D Casey,P,96.0,90.0,3.18,201.0,198.0,182.0,14.0,0.0,0.0,1680.1,1664.0,943.0,593.0,42.0,41.0,543.0,743.0,1.31,0.351
S Cishek,P,33.0,43.0,2.98,737.0,0.0,0.0,0.0,133.0,174.0,710.2,565.0,264.0,235.0,54.0,59.0,288.0,743.0,1.2,0.217
C Stammen,P,55.0,44.0,3.66,562.0,43.0,1.0,0.0,6.0,27.0,885.0,858.0,396.0,360.0,95.0,25.0,236.0,743.0,1.24,0.254
J Gibbon,P,61.0,65.0,3.52,419.0,127.0,20.0,4.0,32.0,39.0,1119.2,1053.0,505.0,438.0,74.0,33.0,414.0,743.0,1.31,0.251
J Harshman,P,69.0,65.0,3.5,217.0,155.0,61.0,12.0,7.0,0.0,1169.1,1025.0,508.0,455.0,96.0,22.0,539.0,741.0,1.34,0.235
D Hall,P,93.0,75.0,3.32,495.0,74.0,20.0,3.0,68.0,77.0,1259.2,1152.0,512.0,464.0,130.0,18.0,236.0,741.0,1.1,0.244
J Barr,P,101.0,112.0,3.56,454.0,252.0,64.0,20.0,12.0,13.0,2065.1,2170.0,908.0,816.0,161.0,30.0,469.0,741.0,1.28,0.273
D Cook,P,64.0,46.0,3.91,665.0,71.0,6.0,3.0,9.0,22.0,1011.2,950.0,486.0,440.0,130.0,31.0,390.0,739.0,1.32,0.25
A Jackson,P,67.0,99.0,3.98,302.0,184.0,54.0,14.0,10.0,10.0,1389.1,1449.0,725.0,614.0,115.0,39.0,407.0,738.0,1.34,0.268
T Thomas,P,117.0,128.0,4.11,398.0,267.0,128.0,15.0,12.0,0.0,2176.1,2341.0,1185.0,995.0,144.0,24.0,712.0,736.0,1.4,0.275
J Tomlin,P,69.0,56.0,4.77,286.0,150.0,5.0,1.0,2.0,4.0,1067.0,1160.0,602.0,566.0,197.0,25.0,153.0,736.0,1.23,0.274
R Jones,P,100.0,123.0,3.42,305.0,285.0,73.0,19.0,2.0,2.0,1933.0,1915.0,875.0,735.0,129.0,18.0,503.0,735.0,1.25,0.26
S Hudson,P,104.0,152.0,4.28,380.0,279.0,123.0,11.0,13.0,0.0,2181.0,2384.0,1212.0,1036.0,136.0,48.0,835.0,734.0,1.48,0.278
B Burns,P,70.0,60.0,3.66,193.0,161.0,39.0,11.0,3.0,3.0,1094.1,1045.0,499.0,445.0,93.0,24.0,362.0,734.0,1.29,0.251
J Montgomery,P,46.0,52.0,3.27,700.0,1.0,0.0,0.0,304.0,311.0,868.2,785.0,347.0,316.0,81.0,26.0,296.0,733.0,1.24,0.241
B Bruce,P,49.0,71.0,3.85,219.0,167.0,26.0,6.0,1.0,0.0,1122.1,1146.0,551.0,480.0,95.0,48.0,340.0,733.0,1.32,0.263
T Brewer,P,91.0,82.0,4.0,241.0,217.0,75.0,13.0,3.0,0.0,1509.1,1478.0,761.0,671.0,126.0,43.0,669.0,733.0,1.42,0.257
M Parnell,P,123.0,75.0,3.5,289.0,232.0,113.0,20.0,10.0,0.0,1752.2,1715.0,797.0,682.0,104.0,28.0,758.0,732.0,1.41,0.257
M Smithson,P,76.0,86.0,4.59,240.0,204.0,41.0,6.0,2.0,2.0,1356.1,1473.0,745.0,691.0,168.0,73.0,383.0,731.0,1.37,0.277
F Kitson,P,129.0,118.0,3.18,304.0,250.0,211.0,19.0,7.0,0.0,2221.2,2331.0,1087.0,784.0,52.0,81.0,491.0,731.0,1.27,0.27
S Gray,P,111.0,115.0,4.18,379.0,231.0,101.0,16.0,22.0,0.0,1951.1,2196.0,1109.0,907.0,111.0,29.0,639.0,730.0,1.45,0.286
A Ottavino,P,38.0,34.0,3.43,599.0,3.0,0.0,0.0,33.0,71.0,626.1,535.0,255.0,239.0,59.0,35.0,274.0,729.0,1.29,0.232
J Brantley,P,43.0,46.0,3.39,615.0,18.0,0.0,0.0,172.0,178.0,859.1,754.0,348.0,324.0,105.0,27.0,366.0,728.0,1.3,0.237
