Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
30,2010,P,Jon Niese,23,30,66,53,3,10,2,0,0,4,0,0,8,27,0.189,0.295,0.226,0.521,46,12,0,0,5,0,0,Left,No
31,2010,P,R.A. Dickey,35,25,61,51,7,13,2,0,0,5,0,0,3,8,0.255,0.296,0.294,0.59,63,15,0,0,7,0,0,Right,No
32,2010,P,Hisanori Takahashi,35,51,20,16,0,1,0,0,0,0,0,0,0,3,0.063,0.063,0.063,0.125,-66,1,0,0,4,0,0,Left,No
33,2010,P,Raúl Valdés,32,36,14,10,1,4,1,0,0,1,0,0,0,3,0.4,0.4,0.5,0.9,145,5,0,0,4,0,0,Left,No
34,2010,P,John Maine,29,10,14,10,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0,0,0,4,0,0,Right,No
35,2010,P,Dillon Gee,24,5,12,12,0,2,1,0,0,1,0,0,0,8,0.167,0.167,0.25,0.417,12,3,0,0,0,0,0,Right,No
36,2010,P,Oliver Pérez,28,17,11,9,0,1,0,0,0,1,0,0,1,4,0.111,0.2,0.111,0.311,-12,1,0,0,1,0,0,Left,No
37,2010,P,Pat Misch,28,12,9,8,0,1,0,0,0,0,0,0,0,4,0.125,0.125,0.125,0.25,-31,1,0,0,1,0,0,Right,No
38,2010,P,Jenrry Mejia,20,30,3,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,83,1,0,0,0,0,0,Right,No
39,2010,P,Fernando Nieve,27,39,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,2010,P,Bobby Parnell,25,41,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
41,2010,P,Manny Acosta,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2010,P,Tobi Stoner,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,Yes
43,2010,P,Francisco Rodríguez,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2010,P,Sean Green,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2010,P,Ryota Igarashi,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2010,P,Pedro Feliciano,33,87,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
47,2010,P,Elmer Dessens,39,50,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2009,C,Omir Santos,28,96,306,281,28,73,14,1,7,40,0,0,15,44,0.26,0.296,0.391,0.688,82,110,9,2,2,6,1,Right,No
2,2009,1B,Daniel Murphy,24,155,556,508,60,135,38,4,12,63,4,2,38,69,0.266,0.313,0.427,0.741,96,217,13,0,4,6,4,Left,No
3,2009,2B,Luis Castillo,33,142,580,486,77,147,12,3,1,40,20,6,69,58,0.302,0.387,0.346,0.732,99,168,15,1,19,5,3,Right,Yes
4,2009,SS,Alex Cora,33,82,308,271,31,68,11,1,1,18,8,3,25,28,0.251,0.32,0.31,0.63,70,84,2,3,8,1,1,Left,No
5,2009,3B,David Wright,26,144,618,535,88,164,39,3,10,72,27,9,74,140,0.307,0.39,0.447,0.837,124,239,16,3,0,6,8,Right,No
6,2009,LF,Gary Sheffield,40,100,312,268,44,74,13,2,10,43,2,1,40,46,0.276,0.372,0.451,0.823,119,121,10,2,0,2,3,Right,No
7,2009,CF,Carlos Beltrán,32,81,357,308,50,100,22,1,10,48,11,1,47,43,0.325,0.415,0.5,0.915,144,154,9,1,0,1,10,Right,Yes
8,2009,RF,Jeff Francoeur,25,75,308,289,40,90,20,2,10,41,1,3,11,46,0.311,0.338,0.498,0.836,121,144,3,3,0,5,3,Right,No
9,2009,UT,Fernando Tatís,34,125,379,340,42,96,21,4,8,48,4,1,22,54,0.282,0.339,0.438,0.777,106,149,13,9,4,4,3,Right,No
10,2009,OF,Ángel Pagán,27,88,376,343,54,105,22,11,6,32,14,7,25,56,0.306,0.35,0.487,0.837,122,167,3,0,5,3,2,Right,Yes
11,2009,RF,Ryan Church,30,67,255,232,26,65,16,0,2,22,6,2,17,36,0.28,0.332,0.375,0.707,89,87,7,2,2,2,4,Left,No
12,2009,C,Brian Schneider,32,59,194,170,11,37,11,0,3,24,0,0,18,21,0.218,0.292,0.335,0.627,68,57,5,1,2,3,1,Left,No
13,2009,OF,Jeremy Reed,28,126,178,161,9,39,6,2,0,9,0,3,14,36,0.242,0.301,0.304,0.605,63,49,4,0,1,1,1,Left,No
14,2009,SS,José Reyes,26,36,166,147,18,41,7,2,2,15,11,2,18,19,0.279,0.355,0.395,0.75,101,58,2,0,0,1,1,Right,Yes
15,2009,LF,Cory Sullivan,29,64,157,136,17,34,2,5,2,15,7,1,19,22,0.25,0.338,0.382,0.72,93,52,5,0,0,2,1,Left,No
16,2009,SS,Anderson Hernández,26,46,149,135,14,34,6,2,2,14,2,2,13,22,0.252,0.315,0.37,0.686,83,50,4,0,0,1,1,Right,Yes
17,2009,1B,Carlos Delgado,37,26,112,94,15,28,7,1,4,23,0,0,12,20,0.298,0.393,0.521,0.914,143,49,3,4,0,2,0,Left,No
18,2009,OF,Fernando Martinez,20,29,100,91,11,16,6,0,1,8,2,0,5,14,0.176,0.242,0.275,0.517,38,25,0,3,1,0,0,Left,No
19,2009,SS,Wilson Valdez,31,41,95,86,11,22,3,2,0,7,0,1,8,10,0.256,0.326,0.337,0.664,78,29,6,1,0,0,0,Right,No
20,2009,C,Ramón Castro,33,26,87,79,5,20,5,0,3,13,0,0,8,16,0.253,0.322,0.43,0.752,99,34,3,0,0,0,1,Right,No
21,2009,UT,Nick Evans,23,30,69,65,5,15,5,1,1,7,0,0,4,20,0.231,0.275,0.385,0.66,75,25,4,0,0,0,0,Right,No
22,2009,C,Josh Thole,22,17,59,53,2,17,2,1,0,9,1,0,4,5,0.321,0.356,0.396,0.752,101,21,1,0,0,2,0,Left,No
23,2009,MI,Ramon Martinez,36,12,44,42,1,7,2,0,0,4,1,0,1,9,0.167,0.182,0.214,0.396,6,9,1,0,0,1,0,Right,No
24,2009,SS,Ángel Berroa,31,14,31,27,4,4,1,0,0,2,0,0,3,6,0.148,0.233,0.185,0.419,14,5,1,0,1,0,1,Right,No
25,2009,MI,Argenis Reyes,26,9,18,17,0,2,0,0,0,0,1,0,1,4,0.118,0.167,0.118,0.284,-22,2,0,0,0,0,0,Right,Yes
26,2009,RF,Emil Brown,34,3,6,5,0,1,0,0,0,0,0,0,1,0,0.2,0.333,0.2,0.533,48,1,1,0,0,0,0,Right,No
27,2009,IF,Andy Green,31,4,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,79,1,0,0,0,0,0,Right,No
28,2009,,Marlon Anderson,35,4,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
29,2009,,Robinson Cancel,33,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
30,2009,P,Mike Pelfrey,25,29,61,52,4,5,1,0,0,4,0,0,2,12,0.096,0.143,0.115,0.258,-30,6,1,1,5,1,0,Right,No
31,2009,P,Johan Santana,30,23,57,42,1,7,3,0,0,4,0,0,5,14,0.167,0.255,0.238,0.493,33,10,0,0,10,0,0,Left,No
32,2009,P,Liván Hernández,34,22,49,40,0,5,0,0,0,0,0,0,1,4,0.125,0.146,0.125,0.271,-26,5,2,0,8,0,0,Right,No
33,2009,P,Tim Redding,31,28,32,29,0,2,0,0,0,0,0,0,0,9,0.069,0.069,0.069,0.138,-63,2,0,0,3,0,0,Right,No
34,2009,P,John Maine,28,16,29,27,0,4,0,0,0,2,0,0,0,11,0.148,0.148,0.148,0.296,-20,4,0,0,2,0,0,Right,No
35,2009,P,Nelson Figueroa,35,16,25,22,1,3,0,1,0,3,0,0,1,8,0.136,0.174,0.227,0.401,7,5,0,0,2,0,0,Right,Yes
36,2009,P,Oliver Pérez,27,14,24,22,1,6,0,0,0,0,0,0,1,7,0.273,0.304,0.273,0.577,56,6,0,0,1,0,0,Left,No
37,2009,P,Pat Misch,27,22,17,13,0,0,0,0,0,0,0,0,2,5,0.0,0.133,0.0,0.133,-60,0,1,0,2,0,0,Right,No
38,2009,P,Bobby Parnell,24,65,12,8,1,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-33,1,0,0,4,0,0,Right,No
39,2009,P,Fernando Nieve,26,7,9,9,0,3,0,0,0,1,0,0,0,3,0.333,0.333,0.333,0.667,80,3,0,0,0,0,0,Right,No
40,2009,P,Jon Niese,22,5,9,8,0,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-33,1,0,0,1,0,0,Left,No
41,2009,P,Ken Takahashi,40,26,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
42,2009,P,Sean Green,30,74,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
43,2009,P,Brian Stokes,29,66,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,Right,No
44,2009,P,Pedro Feliciano,32,82,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
45,2009,P,Billy Wagner,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
46,2009,P,Tobi Stoner,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,Yes
47,2009,P,Francisco Rodríguez,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2009,P,Casey Fossum,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
49,2009,P,Lance Broadway,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
50,2009,P,Jon Switzer,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
51,2009,P,J.J. Putz,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
52,2009,P,Elmer Dessens,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
53,2009,P,Darren O'Day,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2008,C,Brian Schneider,31,110,384,335,30,86,10,0,9,38,0,0,42,53,0.257,0.339,0.367,0.707,88,123,11,1,4,2,9,Left,No
2,2008,1B,Carlos Delgado,36,159,686,598,96,162,32,1,38,115,1,1,72,124,0.271,0.353,0.518,0.871,128,310,16,8,0,8,19,Left,No
3,2008,2B,Luis Castillo,32,87,359,298,46,73,7,1,3,28,17,2,50,35,0.245,0.355,0.305,0.66,78,91,13,2,7,2,2,Right,Yes
4,2008,SS,José Reyes,25,159,763,688,113,204,37,19,16,68,56,15,66,82,0.297,0.358,0.475,0.833,119,327,9,1,5,3,8,Right,Yes
5,2008,3B,David Wright,25,160,736,626,115,189,42,2,33,124,15,5,94,118,0.302,0.39,0.534,0.924,142,334,15,4,0,11,5,Right,No
6,2008,LF,Fernando Tatís,33,92,306,273,33,81,16,1,11,47,3,0,29,59,0.297,0.369,0.484,0.853,124,132,7,3,0,1,3,Right,No
7,2008,CF,Carlos Beltrán,31,161,706,606,116,172,40,5,27,112,25,3,92,96,0.284,0.376,0.5,0.876,130,303,11,1,1,6,13,Right,Yes
8,2008,RF,Ryan Church,29,90,359,319,54,88,14,1,12,49,2,3,33,83,0.276,0.346,0.439,0.785,107,140,9,3,1,3,3,Left,No
9,2008,2B,Damion Easley,38,113,347,316,33,85,10,2,6,44,0,0,19,38,0.269,0.322,0.37,0.692,83,117,15,7,2,3,0,Right,No
10,2008,OF,Endy Chávez,30,133,298,270,30,72,10,2,1,12,6,1,17,22,0.267,0.308,0.33,0.638,70,89,6,0,9,2,3,Left,No
11,2008,C,Ramón Castro,32,52,157,143,15,35,7,0,7,24,0,0,13,34,0.245,0.312,0.441,0.753,97,63,2,1,0,0,2,Right,No
12,2008,LF,Marlon Anderson,34,87,151,138,16,29,6,0,1,10,2,1,9,27,0.21,0.255,0.275,0.53,41,38,2,0,2,2,0,Left,No
13,2008,LF,Daniel Murphy,23,49,151,131,24,41,9,3,2,17,0,2,18,28,0.313,0.397,0.473,0.871,130,62,4,1,0,1,1,Left,No
14,2008,2B,Argenis Reyes,25,49,121,110,13,24,0,0,1,3,2,0,4,20,0.218,0.259,0.245,0.504,35,27,2,2,5,0,0,Right,Yes
15,2008,LF,Nick Evans,22,50,119,109,18,28,10,0,2,9,0,0,7,24,0.257,0.303,0.404,0.706,85,44,1,1,0,2,2,Right,No
16,2008,LF,Ángel Pagán,26,31,105,91,12,25,7,1,0,13,4,0,11,18,0.275,0.346,0.374,0.72,91,34,0,0,1,2,0,Right,Yes
17,2008,C,Raúl Casanova,35,20,61,55,5,15,2,0,1,6,0,0,6,10,0.273,0.344,0.364,0.708,88,20,1,0,0,0,0,Right,Yes
18,2008,LF,Moisés Alou,41,15,54,49,4,17,2,0,0,9,1,1,2,4,0.347,0.389,0.388,0.777,107,19,1,2,0,1,0,Right,No
19,2008,C,Robinson Cancel,32,27,53,49,5,12,2,0,1,5,1,2,3,6,0.245,0.288,0.347,0.635,68,17,0,0,1,0,0,Right,No
20,2008,OF,Trot Nixon,34,11,41,35,2,6,1,0,1,1,1,0,6,9,0.171,0.293,0.286,0.578,55,10,0,0,0,0,1,Left,No
21,2008,2B,Ramon Martinez,35,7,18,16,0,4,3,0,0,3,0,0,2,3,0.25,0.333,0.438,0.771,103,7,1,0,0,0,0,Right,No
22,2008,LF,Chris Aguila,29,8,15,12,0,2,0,0,0,0,0,0,2,4,0.167,0.286,0.167,0.452,24,2,1,0,1,0,0,Right,No
23,2008,OF,Brady Clark,35,7,11,8,0,2,0,0,0,1,1,0,1,2,0.25,0.4,0.25,0.65,78,2,1,1,1,0,0,Right,No
24,2008,C,Gustavo Molina,26,2,8,7,0,1,0,0,0,0,0,0,1,1,0.143,0.25,0.143,0.393,8,1,0,0,0,0,0,Right,No
25,2008,UT,Andy Phillips,31,4,5,5,1,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,7,1,1,0,0,0,0,Right,No
26,2008,,Abraham Nunez,32,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes
27,2008,P,Johan Santana,29,32,83,78,5,11,5,0,0,1,0,0,3,24,0.141,0.173,0.205,0.378,0,16,0,0,2,0,0,Left,No
28,2008,P,Mike Pelfrey,24,30,72,59,4,5,0,0,0,2,0,0,4,18,0.085,0.156,0.085,0.241,-33,5,0,1,8,0,0,Right,No
29,2008,P,Oliver Pérez,26,32,67,56,2,6,1,0,0,3,1,0,4,23,0.107,0.167,0.125,0.292,-21,7,0,0,7,0,0,Left,No
30,2008,P,John Maine,27,26,57,46,3,5,0,0,0,3,0,0,6,23,0.109,0.212,0.109,0.32,-11,5,0,0,5,0,0,Right,No
31,2008,P,Pedro Martinez,36,20,46,39,3,6,1,0,0,4,0,0,0,15,0.154,0.154,0.179,0.333,-12,7,0,0,7,0,0,Right,No
32,2008,P,Nelson Figueroa,34,16,15,12,0,1,0,0,0,0,0,0,2,6,0.083,0.214,0.083,0.298,-17,1,0,0,1,0,0,Right,Yes
33,2008,P,Claudio Vargas,30,10,10,8,1,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
34,2008,P,Jon Niese,21,3,6,6,0,1,0,0,0,0,0,0,0,4,0.167,0.167,0.167,0.333,-11,1,0,0,0,0,0,Left,No
35,2008,P,Brandon Knight,32,4,4,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No
36,2008,P,Brian Stokes,28,24,3,3,0,2,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.333,256,2,0,0,0,0,0,Right,No
37,2008,P,Tony Armas,30,3,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,2008,P,Jorge Sosa,30,20,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,49,0,0,0,0,0,0,Right,No
39,2008,P,Aaron Heilman,29,75,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,2008,P,Scott Schoeneweis,34,71,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
41,2008,P,Duaner Sanchez,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,Right,No
42,2008,P,Joe Smith,24,80,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
43,2008,P,Matt Wise,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2008,P,Billy Wagner,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
45,2008,P,Bobby Parnell,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2008,P,Eddie Kunz,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2008,P,Luis Ayala,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2008,P,Carlos Muniz,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
49,2008,P,Ricardo Rincon,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
50,2008,P,Pedro Feliciano,31,84,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,2007,C,Paul Lo Duca,35,119,488,445,46,121,18,1,9,54,2,0,24,33,0.272,0.311,0.378,0.689,79,168,18,6,3,10,4,Right,No
2,2007,1B,Carlos Delgado,35,139,607,538,71,139,30,0,24,87,4,0,52,118,0.258,0.333,0.448,0.781,102,241,12,11,0,6,8,Left,No
3,2007,2B,Luis Castillo,31,50,231,199,37,59,8,2,1,20,10,2,24,17,0.296,0.371,0.372,0.742,95,74,2,0,7,1,0,Right,Yes
4,2007,SS,José Reyes,24,160,765,681,119,191,36,12,12,57,78,21,77,78,0.28,0.354,0.421,0.775,102,287,6,1,5,1,13,Right,Yes
5,2007,3B,David Wright,24,160,711,604,113,196,42,1,30,107,34,5,94,115,0.325,0.416,0.546,0.963,149,330,14,6,0,7,6,Right,No
6,2007,LF,Moisés Alou,40,87,360,328,51,112,19,1,13,49,3,0,27,30,0.341,0.392,0.524,0.916,137,172,13,2,0,3,5,Right,No
7,2007,CF,Carlos Beltrán,30,144,636,554,93,153,33,3,33,112,23,2,69,111,0.276,0.353,0.525,0.878,125,291,8,2,1,10,10,Right,Yes
8,2007,RF,Shawn Green,34,130,491,446,62,130,30,1,10,46,11,1,37,62,0.291,0.352,0.43,0.782,103,192,14,5,1,1,4,Left,No
9,2007,2B,Damion Easley,37,76,218,193,24,54,6,0,10,26,0,1,19,35,0.28,0.358,0.466,0.824,113,90,2,5,0,1,1,Right,No
10,2007,2B,Rúben Gotay,24,98,211,190,25,56,12,0,4,24,3,3,16,42,0.295,0.351,0.421,0.772,101,80,2,1,3,1,1,Right,Yes
11,2007,RF,Lastings Milledge,22,59,206,184,27,50,9,1,7,29,3,2,13,42,0.272,0.341,0.446,0.787,104,82,5,7,1,1,2,Right,No
12,2007,2B,Jose Valentin,37,51,183,166,18,40,11,1,3,18,2,1,15,28,0.241,0.302,0.373,0.676,75,62,5,0,1,1,4,Right,Yes
13,2007,LF,Endy Chávez,29,71,165,150,20,43,7,2,1,17,5,2,9,16,0.287,0.325,0.38,0.705,84,57,5,0,5,1,0,Left,No
14,2007,C,Ramón Castro,31,52,157,144,24,41,6,0,11,31,0,0,10,39,0.285,0.331,0.556,0.887,126,80,1,1,0,2,0,Right,No
15,2007,OF,Carlos Gómez,21,58,139,125,14,29,3,0,2,12,12,3,8,27,0.232,0.288,0.304,0.592,55,38,0,3,0,3,2,Right,No
16,2007,UT,David Newhan,33,56,83,74,9,15,1,1,1,6,2,0,8,19,0.203,0.289,0.284,0.573,51,21,1,1,0,0,0,Left,No
17,2007,UT,Marlon Anderson,33,43,77,69,14,22,7,0,3,25,3,1,5,12,0.319,0.355,0.551,0.906,132,38,2,0,1,2,1,Left,No
18,2007,CI,Julio Franco,48,40,61,50,7,10,0,0,1,8,2,1,10,13,0.2,0.328,0.26,0.588,57,13,1,0,0,1,0,Right,No
19,2007,UT,Jeff Conine,41,21,50,41,2,8,2,0,0,5,0,0,7,8,0.195,0.306,0.244,0.55,47,10,1,0,1,1,2,Right,No
20,2007,C,Mike Difelice,38,16,47,40,1,10,2,1,0,5,0,0,2,12,0.25,0.311,0.35,0.661,73,14,2,2,2,1,0,Right,No
21,2007,LF,Ricky Ledée,33,17,43,36,6,8,3,0,1,6,1,0,5,10,0.222,0.31,0.389,0.698,81,14,0,0,1,1,1,Left,No
22,2007,OF,Ben Johnson,26,9,30,27,2,5,1,0,0,1,0,0,2,11,0.185,0.233,0.222,0.456,20,6,0,0,0,1,0,Right,No
23,2007,C,Sandy Alomar,41,8,22,22,1,3,1,0,0,0,0,0,0,3,0.136,0.136,0.182,0.318,-18,4,0,0,0,0,0,Right,No
24,2007,SS,Anderson Hernández,24,4,3,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,75,1,0,0,0,0,0,Right,Yes
25,2007,RF,Chip Ambres,27,3,3,3,0,1,0,0,0,1,0,0,0,1,0.333,0.333,0.333,0.667,75,1,0,0,0,0,0,Right,No
26,2007,P,John Maine,26,33,76,55,4,6,0,0,1,3,0,0,5,28,0.109,0.194,0.164,0.357,-5,9,0,1,14,1,0,Right,No
27,2007,P,Tom Glavine,41,33,75,56,3,12,1,0,0,4,0,0,6,5,0.214,0.286,0.232,0.518,38,13,0,0,12,1,0,Left,No
28,2007,P,Oliver Pérez,25,27,62,56,6,9,0,0,0,1,0,1,0,15,0.161,0.161,0.161,0.321,-15,9,0,0,6,0,0,Left,No
29,2007,P,Orlando Hernández,41,27,54,48,1,8,2,0,0,3,2,0,0,18,0.167,0.167,0.208,0.375,-3,10,0,0,6,0,0,Right,No
30,2007,P,Jorge Sosa,29,41,30,25,0,5,2,0,0,1,0,0,3,9,0.2,0.286,0.28,0.566,49,7,0,0,2,0,0,Right,No
31,2007,P,Mike Pelfrey,23,15,22,21,1,2,1,0,0,0,0,0,1,9,0.095,0.136,0.143,0.279,-27,3,0,0,0,0,0,Right,No
32,2007,P,Brian Lawrence,31,6,12,12,1,3,0,0,0,3,0,0,0,4,0.25,0.25,0.25,0.5,32,3,0,0,0,0,0,Right,No
33,2007,P,Pedro Martinez,35,5,11,9,1,1,1,0,0,0,0,0,0,6,0.111,0.111,0.222,0.333,-16,2,0,0,2,0,0,Right,No
34,2007,P,Aaron Sele,37,31,6,4,0,0,0,0,0,0,0,0,1,1,0.0,0.2,0.0,0.2,-41,0,0,0,1,0,0,Right,No
35,2007,P,Jason Vargas,24,2,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Left,No
36,2007,P,Philip Humber,24,3,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
37,2007,P,Chan Ho Park,34,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,2007,P,Joe Smith,23,52,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,2007,P,Guillermo Mota,33,50,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,2007,P,David Williams,28,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
41,2007,P,Willie Collazo,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
42,2007,P,Billy Wagner,35,64,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,2007,P,Jon Adkins,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
44,2007,P,Aaron Heilman,28,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2007,P,Scott Schoeneweis,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
46,2007,P,Lino Urdaneta,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2007,P,Carlos Muniz,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2007,P,Ambiorix Burgos,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
49,2007,P,Pedro Feliciano,30,76,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,2006,C,Paul Lo Duca,34,124,551,512,80,163,39,1,5,49,3,0,24,38,0.318,0.355,0.428,0.783,102,219,15,6,7,2,0,Right,No
2,2006,1B,Carlos Delgado,34,144,618,524,89,139,30,2,38,114,0,0,74,120,0.265,0.361,0.548,0.909,131,287,12,10,0,10,11,Left,No
3,2006,2B,Jose Valentin,36,137,432,384,56,104,24,3,18,62,6,2,37,71,0.271,0.33,0.49,0.82,109,188,5,0,5,6,5,Right,Yes
